Classifier	Relation	Run	Fold	AUPRC (macro averaged)	AUROC (macro averaged)	Accuracy	Avg precision	Build Time	Empty labelvectors (predicted)	Exact match	F1 (macro averaged by example)	F1 (macro averaged by label)	F1 (micro averaged)	Hamming loss	Hamming score	Harmonic score	Jaccard distance	Jaccard index	Label cardinality (predicted)	Label cardinality (test set)	Label cardinality (train set)	Levenshtein distance	Log Loss (lim. D)	Log Loss (lim. L)	Number of test instances	Number of test instances (N)	Number of training instances	One error	Rank loss	Test Time	Total Time	ZeroOne loss
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	1	NaN	NaN	0.3460387078808132	0.09059958524458178	6791.029	0.0	0.0	0.49698910576103517	0.05722131612079051	0.5146579804560261	0.04932141674942081	0.9506785832505792	0.8768245427850646	0.6539612921191869	0.3460387078808132	3.543859649122807	1.8421052631578947	3.5499673416067927	0.048769723049762854	0.4224822821550158	0.4137856685074685	171.0	171	1531.0	0.8187134502923976	0.048133827192075006	4.649	6795.678	1.0
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	2	NaN	NaN	0.3649401280980229	0.13332202830608367	6742.964	0.0	0.005847953216374324	0.4951279714437609	0.07067435732079078	0.5143824027072758	0.06333443672073272	0.9366655632792673	0.6131602036138477	0.6350598719019771	0.3649401280980229	3.3508771929824563	3.56140350877193	3.3579359895493144	0.0592519033432639	0.3496295964932025	0.347818397636902	171.0	171	1531.0	0.30994152046783624	0.10387144757213085	4.176	6747.14	0.9941520467836257
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	3	NaN	NaN	0.3589425770308123	0.13296286420848852	6665.333	0.0	0.0117647058823529	0.4915435871318225	0.06753329541605242	0.5128205128205129	0.06326304106548288	0.9367369589345171	0.6211737279898967	0.6410574229691877	0.3589425770308123	3.3529411764705883	3.5294117647058822	3.3616187989556137	0.06115427302996679	0.3388492622300999	0.33675179793957233	170.0	170	1532.0	0.38823529411764707	0.08340488528984603	6.457	6671.79	0.9882352941176471
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	4	NaN	NaN	0.39738095238095256	0.11624454555007582	6749.44	0.0	0.00588235294117645	0.5310873440285204	0.07921184761067418	0.5518394648829431	0.05948945615982251	0.9405105438401775	0.6437121638253333	0.6026190476190474	0.39738095238095256	3.3411764705882354	3.6941176470588237	3.343342036553525	0.05782463928967822	0.3320121448236427	0.3291097248683963	170.0	170	1532.0	0.3	0.07671809580379424	4.446	6753.886	0.9941176470588236
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	5	NaN	NaN	0.38408496732026165	0.10047955787470601	6745.83	0.0	0.00588235294117645	0.5233876580935403	0.08738552197982617	0.5387263339070567	0.05948945615982253	0.9405105438401775	0.658883332858463	0.6159150326797384	0.38408496732026165	3.364705882352941	3.4705882352941178	3.368146214099217	0.057491675915649375	0.404073858299166	0.4012175836501151	170.0	170	1532.0	0.2823529411764706	0.10659391713621585	5.367	6751.197	0.9941176470588236
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	6	NaN	NaN	0.38474789915966395	0.12049074128650326	6702.733	0.0	0.00588235294117645	0.51988455988456	0.09294013581338258	0.5396825396825398	0.05793562708102119	0.9420643729189788	0.6720925086066598	0.615252100840336	0.38474789915966395	3.3823529411764706	3.288235294117647	3.3883812010443863	0.05671476137624871	0.3957014272202093	0.38836293646491316	170.0	170	1532.0	0.4470588235294118	0.1030610438046158	3.855	6706.588	0.9941176470588236
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	7	NaN	NaN	0.3974469484763602	0.1298309778494794	6706.642	0.0	0.00588235294117645	0.5350758065463945	0.08529199059027973	0.5437553101104503	0.05960044395116544	0.9403995560488345	0.6662485652513785	0.6025530515236398	0.3974469484763602	3.3529411764705883	3.570588235294118	3.3570496083550916	0.05660377358490573	0.365632426822498	0.36038080130575567	170.0	170	1532.0	0.3411764705882353	0.0888543658601744	4.585	6711.227	0.9941176470588236
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	8	NaN	NaN	0.3714845938375351	0.09455620918660648	6767.296	0.0	0.0	0.5041961633138103	0.08129949903267167	0.5378973105134476	0.0629300776914541	0.9370699223085459	0.6105255780318126	0.6285154061624649	0.3714845938375351	3.3117647058823527	3.9058823529411764	3.3198433420365534	0.05604883462819105	0.3379441733051576	0.33228666560539505	170.0	170	1532.0	0.5705882352941176	0.08424112450200652	3.967	6771.263	1.0
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	9	NaN	NaN	0.3289332399626518	0.10886118253500007	6679.359	0.0	0.0117647058823529	0.4527939054409644	0.07048709551733205	0.46556233653007845	0.06803551609322979	0.9319644839067702	0.583497969467194	0.6710667600373482	0.3289332399626518	3.376470588235294	3.3705882352941177	3.379242819843342	0.065260821309656	0.3835688008958013	0.3752859107399688	170.0	170	1532.0	0.31176470588235294	0.1079929736498245	4.005	6683.364	0.9882352941176471
meka.classifiers.multilabel.meta.BaggingML -S 1 -I 10 -P 67 -W meka.classifiers.multilabel.MULANedit -- -S BPMLLwD3d -W weka.classifiers.trees.J48 -- -C 0.25 -M 2	Enron: -C 53	4	10	NaN	NaN	0.3405252100840337	0.09905143361423388	6760.198	0.0	0.0	0.47710508445802546	0.07855813187947149	0.5004255319148936	0.06514983351831305	0.934850166481687	0.606658615839979	0.6594747899159663	0.3405252100840337	3.3529411764705883	3.5588235294117645	3.358355091383812	0.06326304106548288	0.35063932808803966	0.3477866215909481	170.0	170	1532.0	0.4588235294117647	0.1006595539727396	4.438	6764.636	1.0
